Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,2020_Forecast,2021_Forecast,2022_Forecast,2023_Forecast
213021345,Seabrook,55859.02316666665,56976.20362999998,58115.72770259998,59278.04225665198
213031347,Braybrook,51310.35855033416,52336.56572134084,53383.29703576766,54450.96297648302
213031348,Footscray,55035.42075396825,56136.129169047614,57258.85175242856,58404.02878747714
213031349,Maribyrnong,53768.282397736795,54843.64804569153,55940.52100660536,57059.33142673747
213031350,Seddon - Kingsville,56982.1549940476,58121.798093928555,59284.23405580713,60469.918736923275
213031351,West Footscray - Tottenham,56548.50420436507,57679.47428845237,58833.063774221424,60009.725049705856
213041353,Bacchus Marsh,58160.5479686841,59323.75892805778,60510.23410661894,61720.43878875132
213041358,Melton West,54445.41905952384,55534.32744071432,56645.013989528605,57777.914269319175
213041359,Rockbank - Mount Cottrell,56188.858317460326,57312.635483809536,58458.88819348573,59628.065957355444
213041360,Taylors Hill,57720.264124999994,58874.6694075,60052.16279565,61253.206051563
213041461,Burnside,54004.80165476188,55084.89768785712,56186.595641614265,57310.32755444655
213041462,Burnside Heights,55392.98630699855,56500.84603313852,57630.86295380129,58783.480212877315
213041463,Caroline Springs,59901.155938492055,61099.1790572619,62321.162638407135,63567.58589117528
213051361,Hoppers Crossing - North,54671.09763919413,55764.519591978016,56879.80998381758,58017.40618349393
213051362,Hoppers Crossing - South,50474.07968805594,51483.56128181706,52513.2325074534,53563.49715760247
213051363,Laverton,55853.58712087015,56970.65886328756,58110.07204055331,59272.27348136438
213051368,Werribee - South,54958.50264232555,56057.67269517206,57178.8261490755,58322.40267205701
213051464,Point Cook - East,63154.90658730159,64418.004719047625,65706.36481342858,67020.49210969715
213051466,Point Cook - South,63405.74392063493,64673.85879904763,65967.33597502859,67286.68269452917
213051467,Werribee - East,52750.331358501,53805.337985671016,54881.44474538444,55979.07364029213
213051468,Werribee - West,59692.436849206366,60886.2855861905,62104.01129791431,63346.091523872594
214011370,Carrum Downs,56597.38539682539,57729.3331047619,58883.919766857136,60061.59816219428
214011371,Frankston,55174.93654853481,56278.43527950551,57404.003985095624,58552.084064797535
